Substrates	Concentration	Strain_Media	Growth_Status	Temperature	References
L-Alanine	358± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Alanine	832± 67 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Alanine	915± 44 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Proline	385± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Proline	451± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Proline	361± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Proline	143± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Proline	550± 45 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Proline	532± 11 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Homocysteine	370± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Threonine	179± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Threonine	147± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Threonine	126± 1 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Asparagine	511± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Asparagine	970± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Asparagine	540± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Asparagine	103± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Asparagine	0.73± 0.05 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Isoleucine	150± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Isoleucine	220± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Isoleucine	170± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Isoleucine	33± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Isoleucine	172± 23 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Isoleucine	178± 23 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
Fumaric acid	115± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Fumaric acid	255± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Fumaric acid	267± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Histidine	68± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Histidine	175± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Histidine	98± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Histidine	52± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Histidine	235± 26 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Histidine	0.22± 0.01 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Lysine	401± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Lysine	762± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Lysine	554± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Lysine	361± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Lysine	567± 32 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Serine	68± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Serine	150± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Serine	96± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Serine	343± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Serine	48± 4 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
Inosine triphosphate	207± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Inosine triphosphate	205± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Aspartic acid	4230± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Aspartic acid	9300± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Aspartic acid	7350± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Aspartic acid	337± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
L-Aspartic acid	662± 45 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
Inosine	31± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Phenylpyruvic acid	90± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Phenylpyruvic acid	195± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Phenylpyruvic acid	148± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Ornithine	10± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Ornithine	30± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Ornithine	28± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Ornithine	120± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Ornithine	267± 10 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
NADP	80± 3 uM	K120.2 g/L NH4Cl, 2.0 g/L (NH4)2SO4, 3.25 g/L KH2PO4, 2.5 g/L K2HPO4, 1.5 g/L NaH2PO4, 0.5 g/L MgSO4; trace substances: 10 mg/L CaCl2, 0.5 mg/L ZnSO4, 0.25 mg/L CuCl2, 0.25 mg/L MnSO4, 0.175 mg/L CoCl2, 0.125 mg/L H3BO3, 2.5 mg/L AlCl3, 0.5 mg/L Na2MoO4, 10	Stationary Phase, glucose limitedBioreactor, pH controlled, aerated, dilution rate=0.125 L/h	37 oC	PMID: 11488613
NADP	2± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
NADP	110± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
NADP	630± 0 uM	K-12Not Available	Not AvailableNot Available	Not Available	1. Cybercell Database: http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi, 2. Phillips R., Kondev, J., Theriot, J. (2008) “Physical Biology of the Cell” Garland Science, New York, NY.
Oxalacetic acid	30± 1 uM	BW25113M9 Minimal Media, 4 g/L Glucose	Mid-Log PhaseBioreactor, pH controlled, O2 controlled, dilution rate: 0.2/h	37 oC	PMID: 15158257
Quinolinic acid	12± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Quinolinic acid	5± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Quinolinic acid	0.9± 0.0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Pyridoxine	1± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Pyruvic acid	8050± 0 uM	W31104.0 g/L Na2SO4; 5.36 g/L (NH4)2SO4; 1.0 g/L NH4Cl; 7.3 g/L K2HPO4; 1.8 g/L NaH2PO4 H2O; 12.0 g/L (NH4)2-H-citrate; 4.0 mL/L MgSO4 (1 M); 6.0 mL/L trace element solution; 0.02 g/L thiamine, 20 g/L glucose	Mid Log PhaseBioreactor, pH controlled, aerated, dilution rate=0.125 L/h	37 oC	Park, C., Park, C., Lee, Y., Lee, S.Y., Oh, H.B., Lee, J. (2011) Determination of the Intracellular Concentration of Metabolites in Escherichia coli Collected during the Exponential and Stationary Growth Phases using Liquid Chromatography-Mass Spectrometry. Bull Korean Chem. Soc. 32: 524-530.
Pyruvic acid	900± 0 uM	K-12Not Available	Not AvailableNot Available	Not Available	1. Cybercell Database: http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi, 2. Phillips R., Kondev, J., Theriot, J. (2008) “Physical Biology of the Cell” Garland Science, New York, NY.
Riboflavin	19± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Riboflavin	22± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Riboflavin	19± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Succinic acid	569± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Succinic acid	1140± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Succinic acid	923± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Succinic acid	1602± 123 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
Phosphoenolpyruvic acid	11± 0 uM	W31104.0 g/L Na2SO4; 5.36 g/L (NH4)2SO4; 1.0 g/L NH4Cl; 7.3 g/L K2HPO4; 1.8 g/L NaH2PO4 H2O; 12.0 g/L (NH4)2-H-citrate; 4.0 mL/L MgSO4 (1 M); 6.0 mL/L trace element solution; 0.02 g/L thiamine, 20 g/L glucose	Stationary PhaseBioreactor, pH controlled, aerated	37 oC	Park, C., Park, C., Lee, Y., Lee, S.Y., Oh, H.B., Lee, J. (2011) Determination of the Intracellular Concentration of Metabolites in Escherichia coli Collected during the Exponential and Stationary Growth Phases using Liquid Chromatography-Mass Spectrometry. Bull Korean Chem. Soc. 32: 524-530.
Phosphoenolpyruvic acid	70± 6 uM	BW25113M9 Minimal Media, 4 g/L Glucose	Mid-Log PhaseBioreactor, pH controlled, O2 controlled, dilution rate: 0.2/h	37 oC	PMID: 15158257
Phosphoenolpyruvic acid	184± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Phosphoenolpyruvic acid	1340± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Phosphoenolpyruvic acid	909± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
